lyrics,name
বসন্ত মুখর আজি দক্ষিন সমীরণে মর্মর গুঞ্জনে বনে বনে বিউবল বাণী ওঠে বাজি অকারণ ভাষা তার ঝরঝর ঝরে মুহু মুহু কুহু কুহু পিয়া পিয়া স্মরে পলাশ বকুলে অশোক শিমুলে সাজানো তাহার কোল কথার সাজি দোয়েল মধুপ বন কপোত কুজনে ঘুম ভেঙ্গে দেয় ভোরে বাসর শয়নে মৌনী আকাশ সেই বাণি বিলাসে অস্ত চাঁদের মুখে মৃদু মৃদু হাসে বিরহ শীর্ণা গিরি ঝরণার তীরে পাহাড়ী বেণূ হাতে ফেরে সুর ভাজি,1
আমার কোন কূলে আজ ভিড়ল তরী এ কোন সোনার গাঁয় আমার ভাটির তরী আবার কেন উজান যেতে চায় আমার দুঃখের কান্ডারী করি আমি ভাসিয়েছিলাম ভাঙ্গা তরী তুমি ডাক দিলে কে স্বপন পরী নয়ন ইশারায় আমার নিবিয়ে দিতে ঘরের বাতি ডেকেছিলে ঝড়ের রাতি তুমি কে এলে মোর সুরের সাথী গানের কিনারায় ওগো সোনার দেশের সোনার মেয়ে তুমি হবে কি মোর তরীর নেয়ে এবার ভাঙ্গা তরী চলে বেয়ে রাঙা অলকায়,1
বলেছিলে তুমি তীর্থে আসিবে আমার তনুর তীরে তুমি আসিলে না আশার সূর্য ডুবিল সাগর নীরে চলে যাই যদি চিরদিন মনে তোমার সে কথা রহিবে স্মরণে শুধু সেই কথা শোনার লাগিয়া হয়ত আসিব ফিরে শুধু সেই আশে হয়ত এ তনু মরণে হবে না লীন পথ চেয়ে চেয়ে তব নাম গেয়ে বাজাব বিরহ বীণ হের গো আমার যাবার সময় হল তোমার সে কথা মিথ্যা হবে না বল কোন শুভক্ষণে নিমেষের তরে জড়াবে কন্ঠ ঘিরে,1
আমার আপনার চেয়ে আপন যে জন খুজি তারে আমি আপনার আমি শুনি যেন তার চরণের ধ্বনি আমারি তিয়াসী বাসনায় আমারই মনের তৃষিত আকাশে কাঁদে সে চাতক আকুল পিয়াসে কভু সে চকোর সুধা চোর আসে নিশীথে স্বপনে জোছনায়  আমার মনের পিয়াল তমালে হেরি তারে স্নেহ মেঘ শ্যাম অশনি আলোকে হেরি তারে থির বিজুলি উজল অভিরাম আমারই রচিত কাননে বসিয়া পরানু পিয়ারে মালিকা রচিয়া সে মালা সহসা দেখিনু জাগিয়া আপনারি গলে দোলে হায়,1 
আসে বসন্ত ফুলবনে সাজে বনভূমি সুন্দরী চরণে পায়েলা রুমঝুম মধুপ উঠিছে গুঞ্জরি  ফুলরেণু মাখা দখিণা বায় বাতাস করিছে বন বালায় বন কবরী নিকুঞ্জ ছায় মুকুলিকা ওঠে মুঞ্জরি  কুহু আজি ডাকে মুহুমুহু পিউ কাহা কাঁদে উহু উহু  পাখায় পাখায় দোহে দুহু বাধে চঞ্চর চঞ্চরী দুলে আলো ছায়া বন দুকূল ওড়ে প্রজাপতি কলকা ফুল কর্ণে অতসী স্বর্ণ দুল আলোক লতার সাত নোরী পদ্ম ডলিয়া পায়ে বালা করিয়াছে সারা বন আলা দ্বারে মঞ্জরী দ্বীপ জ্বালা ডালপালা রচে ফুলছড়ি  কবি তোর ফুলমালি কেমন  ফাগুনে শুন্য পুস্পবন বরিবি বুরে এলে কানন রিক্ত হাতে কি ভুল ভরি,1
রুম ঝুম ঝুম ঝুম রুম ঝুম ঝুম খেজুর পাতার নুপুর বাজায়ে কে যায় ওড়না তাহার ঘূর্ণী হাওয়ায় দোলে কুসুম ছড়ায় পথের বালুকায় তার ভুরুর ধনুক বেঁকে ওঠে তনুর তলোয়ার সে যেতে যেতে ছড়ায় পথে পাথর কুচির হার  তার ডালিম ফুলের ডালি গোলাপ গালের লালি ঈদের চাঁদ ও চায় আরবী ঘোড়ার সওয়ার বাদশাজাদা বুঝি সাহারাতে ফেরে কোন মরীচিকায় খুঁজি কত তরুণ মুছাফির পথ হারালো হায় কত বনের হরিণ মোরে তারি রূপ তৃষায়,1 
চেয়ো না সুনয়না আর চেয়ো না এ নয়ন পানে জানিতে নাই ক বাকী সই ও আঁখি কি যাদু জানে একে ঐ চাউনি বাঁকা সুর্মা আঁকা  তায় ডাগর আঁখি  বধিতে তায় কেন সাধ যে মরেছে এ আঁখি বাণে কাননে হরিণ কাঁদে সলিল ফাদে ঝুরছে শফরী বাঁকায়ে ভুরুর ধনু ফুল অতনু কুসুম শর হানে  কুনাল কি পড়ল ধর পীযুষ ভরা ঐ চাদো মুখে  কাদিছে নার্গিসের ফুল লাল কপোলের কমল  বাগানে  জ্বলিছে দিবস রাতি মোমের বাতি রুপের দেওয়ালী  নিশিদিন তাই কি জ্বলি পড়ছে গলি অঝর নয়ানে  মিছে তুই কথার কাঁটায় সুর বিধে হায় হার গাঁথিস কবি বিকিয়ে যায় রে মালা আয় নিরালা আখির দোকানে,1
বাজো বাঁশরি বাজো বাঁশরি বাজো বাঁশরি সেই চির চেনা সুরে যে সুরে বিরহী প্রাণ আজো ঝুরে  যে সুরে হৃদয়ে হোরির রং লাগে ভুলে যাওয়া যৌবন স্মৃতি মনে জাগে আকাশ কাঁদে যে সকরুণ রাগে যে সুর ঘুমায়ে আছে প্রিয়ার নূপুরে  যে সুর শুনি আজো পল্লীর প্রান্তে মল্লিকা  কুঞ্জে শ্রান্ত দিনান্তে বিরহবিধুর দূর হারানো দিনের ছায়া ফেলে যে সুর মনের মুকুরে,1 
তুমি আমার সকাল বেলার সুর হৃদয় অলস উদাস করা অশ্রুভারাতুর ভোরের তারার মত তোমার সজল চাওয়ায় ভালবাসার চেয়ে সে যে কান্না পাওয়ার রাত্রি শেষের চাঁদ তুমি গো বিদায় বিধুর তুমি আমার ভোরের ঝরাফুল শিশির নাওয়া শুভ্র শুচি পূজারিণীর তুল  অরুণ তুমি তরুণ তুমি করুণ তারও চেয়ে হাসির দেশে তুমি যেন বিষাদ লোকের মেয়ে তুমি ইন্দ্র সভায় মৌন বীণা  নীরব নূপুর,1
শাওন আসিল ফিরে সে ফিরে এল না বরষা ফুরায়ে গেল আশা তবু গেল না ধানি রং ঘাঘরী মেঘ রং ওড়না আমারে পরিতে মা গো অনুরোধ করো না কাজরীর কাজল মেঘ পথ পেল খুজিয়া সে কি ফেরার পথ পেল না মা পেল না আমার বিদেশীরে চিনিতে অনুখন বুনো হাসের পাখার মত উড়ু উড়ু করে মন  অথৈ জলে মা গো মাঠ ঘাট থৈ থৈ আমার হিয়ার আগুন নিভিল কৈ কদম কেশর বলে কোথা তোর কিশোর চম্পা ডালে দোলে শুন্য দোলনা,1
এত জল ও  কাজল চোখে পাষানী আনলে বল কে টলমল জল মোতির মালা দুলিছে ঝালর পলকে দিল কি পুব হাওয়াতে দোল বুকে কি বিঁধিল কেয়া কাঁদিয়া কুটিরে গগন এলায়ে ঝামর অলকে চলিতে পৈচি কি হাতের বাধিল বৈচি কাটাতে  ছাড়াতে কাচুলির কাঁটা বিধিল হিয়ার ফলকে যে দিনে মোর দেওয়া মালা ছিঁড়িলে আনমনে সখি জড়াল যুঁই কিসুমী হাড় বেণীতে সেদিন গুলো কে যে পথে নীর ভরণে যাও বসে রই সে পথ পাশে দেখি নিত কার পানে চাহি কলসীর সলিল ছলকে মুকুলী মন সেধে সেধে কেবলি ফিরিনু কেদে সরসীর ঢেউ পলায় ছুটি না ছুতেই নলিন নোলকে বুকে তোর সাত সাগরের জল পিপাসা মিটল না কবি ফটিক জল জল খুঁজিস যেথায় কেবলি তড়িৎ ঝলকে,1
করুণ কেন অরুণ আঁখি দাও গো সাকী দাও শারাব হায় সাকী এ আঙ্গুরী খুন  নয় ও হিয়ার খুন খারাব  দুর্দিনের এই দারুণ দিনে শরণ নিলাম পান শালায় হায় সাহারার প্রখর তাপে পরাণ কাপে দিল কাবাব আর সহে না দিল নিয়ে এই দিল  দরদীর দিললগী তাই ত চালাই নিল পেয়ালায় লাল শিরাজী বে হিসাব এই শারাবের নেশার রঙ্গে নয়ন জলের রং লুকাই দেখছি আধার জীবন ভরি ভর পিয়ালার লাল খোয়াব আমার বুকের শুন্যে কে গো ব্যাথার তারে ছড় চালায় গাইছি খুশীর মাহফিলে গান বেদন  গুনীর বীণ রবাব হারাম কি এই রঙ্গিন পানি আর হালাল এই জল চোখের  নরক আমার হউক মঞ্জুর বিদায় বন্ধু লও আদাব দেখ রে কবি প্রিয়ার ছবি এই শারাবের আরশিতে লাল গেলাসের কাচ মহলার পার হতে তার শোন জওয়াব,1
কে বিদেশী মন উদাসী বাঁশে বাঁশী বাজাও বনে সুর সোহাগে তন্দ্রা লাগে কুসুম বাগের গুল বদনে  ঝিমিয়ে আসে ভোমোরা পাখা যুথির চোখে আবেশ মাখা কাতর ঘুমে চাদিমা রাকা দর দালানে ভোর গগনে লজ্জাবতীর লুলিত লতায় শিহর লাগে পুলক ব্যথায়  মালিকা সম বঁধুরে জড়ায় বালকা বধূ সুখ স্বপনে সহসা জাআগি আধেক রাতে শুনি সে বাঁশী বাজে হিয়াতে বাহু সিথানে কেন কে জানে কাঁদে গো পিয়া বাশীর সনে বৃথাই গাথি কথার মালা লুকাস কবি বুকের জ্বালা কাঁদে নিরালা বনশীওয়ালা তোরি উতালা বিরহি মনে,1
আমার সাম্পান যাত্রী না লয় ভাঙ্গা আমার তরী আমি আপনারে লয়ে রে ভাই এপার ও পার করি  আমায় দেউলিয়া করেছে রে ভাই নদীর জল আমি ডুবে দেখতে এসেছি ভাই সেই জলেরি তল  আমি ভাসতে আসি আসিনি ক কামাতে ভাই কড়ি  আমি জলেরি আয়নাতে ভাই দেখেছিলাম তায় এখন আয়না আছে পড়ে রে ভাই আয়নার মানুষ নাই  তাই চোখের জলে নদীর জলে রে আমি তারেই খুঁজে মরি  আমি তারির আশায় সাম্পান লয়ে ঘাটেবসে থাকি আমার তারির নাম ভাই জপমালা তারেই কেদে ডাকি  নয়ন নদীর জলে ভরি  ঐ নদীর জলও শুকায়রে ভাই সে জল আসে ফিরে  আর মানুষ গেলে ফিরে না কি দিলে মাথায় কিরে  আমি ভালবেসে গেলাম ভেসে গো আমি হলাম দেশান্তরি,1 
হারানো হিয়ার নিকুঞ্জ পথে কুড়ায়ে ঝরা ফুল একেলা আমি তুমি কেন হায় আসিলে হেথায় সুখের স্বরগ হইতে নামি চারিদিকে মোর উড়িছে কেবল শুকানো পাতা মলীণ ফুলদ্বয় বৃথাই সেথা হায় তব আঁখিজল ছিটাও অবিরল দিবসযামী এলে অবেলায় পথিক বেভুল বিদিছে কাটা নাহি পাবে ফুল কি দিয়ে বরণ করি ও চরণ নিভিছে জীবন জীবনস্বামী,1
ভুলি কেমনে আজো যে মনে বেদনা সনে রহিল আঁকা আজো সজনী দিন রজনী সে বিনে গনি সকলি ফাঁকা আগে মন করলে চুরি মর্ম্মে শেষে হানলে ছুরি এত শঠতা এত যে ব্যথা তবু যেন তা মধুতে মাখা চকোরী দেখলে চাঁদে দূর হতে সই আজো কাঁদে আজো বাদলে ঝুলন ঝোলে তেমনি জলে চলে বলাকা বকুলের তলায় দোদুল কাজলা মেয়ে কুড়োয় লো ফুল চলে নাগরী কাঁখে গাগ্রী চরণ ভারি কোমর বাঁকা তরুরা রিক্ত পাতা আসল লো তাই ফুল বারতা ফুলেরা গলে ঝরেছে বলে ভরেছে ফলে বিটপী শাখা ডালে তোর হানলে আঘাত দিস রে কবি ফুল সওগাত ব্যথা মুকুলে অলি না ছুলে বনে কি দুলে ফুল পতাকা,1
আলগা কর গো খোঁপার বাঁধন দীল ওহি মেরা ফাস্ গেয়ি বিনোদ বেনীর জরীণ ফিতায় আন্ধা ইশক মেরা কস্ গেয়ি তোমার কেশের গন্ধে কখন লুকায়ে আসিল লোভী আমার মন বেহুশ হো কর গির পারি হাতমে বাজু বান্দমে বস্ গেয়ি  কানের দুলে প্রাণ রাখিলে বিধিয়া আখঁ ফেরা দিয়া চোরি কার নিদিয়া দেহের দেউরিতে বেড়াতে আসিয়া আউর নেহি উয়ো ওয়াপাস গেয়ি,1
আমায় নহে গো ভালোবাসো শুধু ভালোবাসো মোর গান বনের পাখিরে কে চিনে রাখে গান হলে অবসান  চাদেরে কে চায় জোসনা সবাই যাচে গীত শেষে বীণা পড়ে থাকে ধূলি মাঝে তুমি বুঝিবে না আলো দিতে কত পোড়ে কত প্রদীপের প্রাণ  যে কাটা লতার আখিঁজল ফুল হয়ে উঠে ফুটে ফুল নিয়ে তার দিয়েছো কি কিছু শূন্য পত্র পুটে  সবাই তৃষ্ণা মেটায় নদীর জলে কি তৃষা জাগে সে নদীর হিয়া তলে বেদনার মহা সাগরের কাছে করো সন্ধান,1
আমি চিরতরে দূরে চলে যাব তবু আমারে দেব না ভুলিতে আমি বাতাস হইয়া জরাইব কেশে বেণী যাবে যবে খুলিতে তোমার সুরের নেশায় যখন ঝিমাবে আকাশ কাদিবে পবন রোদন হইয়া আসিব তখন তোমার বক্ষে ঝুরিতে আসিবে তোমার পরমোৎসবে কত প্রিয় জন কে জানে মনে পড়ে যাবে কোন সে ভিখারি পায়নি ভিক্ষা এখানে তোমার কুঞ্জ পথে যেতে হায় চমকি থামিয়া যাবে বেদনায় দেখিবে কে যেন মোরে মিশে আছে তোমার পথের ধূলিতে,1
এই রাঙামাটির পথে লো মাদল বাজে বাজে বাঁশের বাঁশি বাঁশি বাজে বুকের মাঝে লো মন লাগে না কাজে লো রইতে নারি ঘরে ওলো প্রাণ হলো উদাসী লো মাদলীয়ার তালে তালে অঙ্গ ওঠে দুলে লো দোল লাগে শাল পিয়াল বনে নতুন খোপার ফুলে লো মহুয়া বনে লুটিয়ে পরে মাতাল চাঁদের হাসি লো  চোখে ভালো লাগে যাকে তারে দেখবো পথের বাঁকে  তার চাচড় কেশে পড়িয়ে দেবো ঝুমকো জবার ফুল তার গলার মালার কুসুম কেড়ে পড়বো কানের দুল  তার নাচের তালের ইশারাতে বলবো ভালোবাসি লো,1
কেন আনো ফুলোডোর আজি বিদায়ও বেলা মোছো মোছো আঁখিলোর যোগী ভাঙ্গিলো মেলা কেন মেঘেরো স্বপন আনো মরূরও চোখে ভুলে দিও না কুসুম যারে দিয়েছো হেলা যবে শুকালো কানন এলে বিঁধুর পাখি লয়ে কাঁটা ভরা প্রান একি নিঠুরও খেলা যদি আকাশ কুসুম পেলি চকিতে কবি চলো চলো মুসাফির ডাকে পারেরও বেলা আছে বাহুরও বাঁধন তব শয়ন সাথি আমি এসেছি একা আমি চলি একেলা,1
খেলিছে জলদেবী সুনীল সাগর জলে তরঙ্গ লহর তোলে লীলায়িত কুন্তলে জল ছল ঊর্মী নূপুর শ্রোতনীরে বাজে সুমধুর জল চঞ্চল ছল কাঁকন কেউর ঝিনুকের মেখলা কটিতে দোলে আনমনে খেলে চলে বালিকা খুলে পড়ে মুকুতা মালিকা হরষিত পারাবারে ঘুর্লি জাগে লাজে চাঁদ লুকালো গগন তলে,1
খেলিছ এ বিশ্বলয়ে বিরাট শিশুর আনমনে প্রলয় সৃষ্টি তব পুতুল খেলা নিরজনে প্রভু নিরজনে শূণ্যে মহা আকাশে তুমি মগ্ন লীলা বিলাসে ভাঙ্গিছ গড়িছ নীতি ক্ষণে ক্ষণে নিরজনে প্রভু নিরজনে তারকা রবি শশী খেলনা তব হে উদাসী পড়িয়া আছে রাঙা পায়ের কাছে রাশি রাশি নিত্য তুমি হে উদার সুখে দুখে অবিকার হাসিছ খেলিছ তুমি আপন সনে নিরজনে প্রভু নিরজনে,1
গভীর নিশীথে ঘুম ভেঙ্গে যায় কে যেন আমারে ডাকে সে কি তুমি সে কি তুমি কার স্মৃতি বুকে পাষাণের মত ভার হয়ে যেন থাকে সে কি তুমি সে কি তুমি কাহার ক্ষুদিত প্রেম যেন হায় ভিক্ষা চাহিয়া কাঁদিয়া বেড়ায় কার সকরুণ আঁখি দুটি যেন রাতের তারার মত মুখপানে চেয়ে থাকে সে কি তুমি সে কি তুমি নিশির বাতাস কাহার হুতাশ দীরঘ নিশাস সম ঝড় তুলে এসে অন্তরে মোর অগো দুরন্ত মম সে কি তুমি সে কি তুমি মহাসাগরের ঢেউ এর মতন বুকে এসে বাজে কাহার রোদন পিয়া পিয়া নাম ডাকে অবিরাম বনের পাপিয়া পাখি আমার চম্পা শাঁখে সে কি তুমি সে কি তুমি,1
গঙ্গা সিন্ধু নর্ম্মদা কাবেরী যমুনা ওই বহিয়া চলেছে আগের মতন কইরে আগের মানুষ কই মৌনী স্তব্ধ সে হিমালয় তেমনি অটল মহিমাময় নাহি তার সাথে সেই ধ্যানী ঋষি  আমারাও আর সেজাতি নই আছে আকাশ সে ইন্দ্র নাই কৈলাসে সে যোগিন্দ্র নাই অন্নদা সুত ভিক্ষা চাই কি কহিব এরে কপাল বই সেই আগ্রা সে দিল্লী ভাই আছে পড়ে সে বাদ্শা নাই নাই কোহিনূর ময়ূর তখত নাই সে বাহিনী বিশ্বজয়ী আমরা জানি না জানি না কেউ কূলে বসে কত গণিব ঢেউ দেখিয়াছি কত  দেখিব এ ও নিঠুর বিধির লীলা কতই,1 
চোখ গেল চোখ গেল কেন ডাকিস রে চোখ গেল পাখি রে তোর চোখে কাহারো চোখ পড়েছে নাকি রে চোখ গেল পাখি রে তোর চোখের বালির জ্বালা জানে সবাই রে জানে সবাই চোখে যার চোখ পড়ে তার ওষুধ নাইরে তার ওষুধ নাই কেঁদে কেঁদে অন্ধ হয় কাহার আঁখিরে চোখ গেল পাখি রে  তার চোখের জ্বালা বুঝি নিশি রাতে বুকে লাগে চোখ গেল ভুলে রে পিউ কাহা পিউ কাহা বলে তাই ডাকিস অনুরাগে রে ওরে বনপাপিয়া কাহার গোপন পিয়া ছিলি আর জনমে আজো ভুলতে নারি আজো ঝুরে হিয়া ওরে পাপিয়া বল যে হারায় তাহারে কি পাওয়া যায় ডাকিরে,1
তুমি সুন্দর তাই চেয়ে থাকি প্রিয় সেকি মোর অপরাধ চাঁদেরে হেরিয়া কাঁদে চকোরিণী বলে না তো কিছু চাঁদ চেয়ে চেয়ে দেখি ফোটে যবে ফুল ফুল বলে না তো সে আমার ভুল মেঘ হেরি ঝুরে চাতকিনী মেঘ করে না তো প্রতিবাদ জানে সূর্যেরে পাবে না তবু অবুঝ সূর্যমুখী চেয়ে চেয়ে দেখে তার দেবতারে দেখিয়াই সে যে সুখী হেরিতে তোমার রূপ মনোহর পেয়েছি এ আঁখি ওগো সুন্দর মিটিতে দাও হে প্রিয়তম মোর নয়নের সেই সাধ,1
দূর দ্বীপবাসীনি চিনি তোমারে চিনি দারুচিনিরো দেশে তুমি বিদেশীনিগো সুমন্দভাসীনি প্রশান্ত সাগরে তুফানেও ঝড়ে শুনেছি তোমারি অশান্ত রাগীনি বাজাও কি বুণো সুর পাহাড়ী বা‍শীতে বনান্ত ছেয়ে যায় বাসন্তী হাসিতে তব কবরী মূলে নব এলাচীরো ফুল দুলে কুসুম বিলাসিনী,1
